id;scene;timestamp;x;y;z;rx;ry;rz
2;2;1773006623637;0.22;0;-13;0;0;0
2;2;1773006623743;0.2289702;1.191744;-13.03891;354.2408;15.4779;356.2979
2;2;1773006623801;0.2258777;1.19065;-13.03842;354.5292;13.75953;355.9997
2;2;1773006623857;0.2232424;1.190448;-13.03779;354.893;11.95671;355.8299
2;2;1773006623912;0.2206528;1.190601;-13.03703;355.1629;10.63877;355.856
2;2;1773006623969;0.2187086;1.190174;-13.0365;355.5054;9.434505;355.7269
2;2;1773006624024;0.2172131;1.189811;-13.03594;355.618;8.622801;355.8459
2;2;1773006624079;0.2161323;1.189617;-13.03527;355.7854;8.384313;355.7661
2;2;1773006624134;0.2151109;1.189018;-13.03494;356.0135;8.219959;355.6603
2;2;1773006624191;0.2141261;1.188813;-13.0343;356.1709;8.06006;355.6917
2;2;1773006624246;0.2127996;1.187945;-13.03391;356.6018;7.652949;355.8523
2;2;1773006624301;0.2123071;1.186793;-13.03376;357.2065;7.427633;355.7676
2;2;1773006624358;0.2116209;1.186418;-13.0333;357.4779;7.266201;355.7102
2;2;1773006624413;0.2114638;1.186389;-13.03324;357.4351;7.263559;355.8226
2;2;1773006624469;0.2116029;1.186727;-13.03357;357.2489;7.433112;355.8124
2;2;1773006624525;0.2119527;1.18691;-13.03403;357.1107;7.674202;355.7681
2;2;1773006624580;0.2122976;1.186829;-13.0344;357.216;7.777864;355.6997
2;2;1773006624636;0.2121975;1.186581;-13.0345;357.4188;7.755087;355.6628
2;2;1773006624792;0.2117764;1.186499;-13.03453;357.5774;7.715345;355.7656
2;2;1773006624803;0.2113225;1.18626;-13.03454;357.5774;7.717168;355.7415
2;2;1773006624858;0.210542;1.186095;-13.0348;357.4147;7.249745;355.6529
2;2;1773006624913;0.2108339;1.186272;-13.0345;357.819;7.074417;355.684
2;2;1773006624970;0.211325;1.186062;-13.03387;357.6696;7.131572;355.4357
2;2;1773006625025;0.2118322;1.185938;-13.03302;357.7664;7.037601;355.6468
2;2;1773006625081;0.2123716;1.185854;-13.03215;357.8338;6.953661;355.6464
2;2;1773006625137;0.2126878;1.184929;-13.03187;358.0422;7.043113;355.4602
2;2;1773006625192;0.2124271;1.184961;-13.03154;358.0594;6.582555;355.4487
2;2;1773006625248;0.2120348;1.184865;-13.03135;358.115;6.100779;355.4664
2;2;1773006625303;0.2112827;1.185057;-13.03105;357.8653;5.530892;355.2258
2;2;1773006625359;0.2108974;1.185403;-13.03049;357.6586;5.114236;355.0833
2;2;1773006625414;0.2109677;1.185454;-13.02992;357.7225;4.918484;355.1747
2;2;1773006625470;0.2106186;1.185706;-13.02916;357.694;4.65069;355.152
2;2;1773006625527;0.2103074;1.185414;-13.02882;357.8405;4.457492;355.2304
2;2;1773006625582;0.2097677;1.185247;-13.02842;357.8877;4.044896;355.1451
2;2;1773006625637;0.2092043;1.185135;-13.02837;358.0752;3.73032;355.1291
2;2;1773006625692;0.2089404;1.184901;-13.02831;358.0407;3.626566;355.1931
2;2;1773006625805;0.2091927;1.185148;-13.02869;357.924;3.63213;355.1545
2;2;1773006625859;0.2089069;1.185414;-13.02899;357.7505;3.366485;355.0986
2;2;1773006625915;0.2091465;1.185278;-13.02896;357.7859;3.392917;355.2055
2;2;1773006625971;0.2096192;1.185409;-13.02865;357.7719;3.544446;355.1367
2;2;1773006626026;0.2099123;1.185328;-13.02837;357.7469;3.521721;355.1024
2;2;1773006626082;0.209754;1.1852;-13.02788;357.8492;3.48985;355.0367
2;2;1773006626137;0.2095197;1.18514;-13.0273;357.8575;3.421602;355.1137
2;2;1773006626193;0.2092435;1.1852;-13.02682;357.86;3.399144;355.1428
2;2;1773006626250;0.2091192;1.185044;-13.0264;357.9469;3.49943;355.109
2;2;1773006626305;0.2092589;1.184821;-13.02598;358.0755;3.618989;355.1532
2;2;1773006626361;0.2091467;1.184428;-13.02573;358.1468;3.633081;355.1941
2;2;1773006626415;0.2089998;1.184402;-13.02566;358.0648;3.593448;355.1997
2;2;1773006626470;0.2086378;1.184332;-13.0258;358.0802;3.539733;355.1917
2;2;1773006626526;0.2084345;1.184448;-13.02582;358.0265;3.547582;355.259
2;2;1773006626582;0.2082677;1.184444;-13.02596;358.0197;3.587735;355.3539
